City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Naliya,IN,23.2667,68.8333,81.59,76,2,13.02,clear sky
470,Teacapan,MX,22.55,-105.75,76.01,38,78,2.98,broken clouds
471,Inongo,CD,-1.95,18.2667,79.65,73,98,1.23,overcast clouds
472,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,73,0,16.11,clear sky
473,Birao,CF,10.2849,22.7882,102.06,17,78,1.7,broken clouds
474,Mujiayingzi,CN,42.1167,118.7833,52.11,31,100,11.07,overcast clouds
475,Constitucion,CL,-35.3333,-72.4167,61.72,62,77,4.23,broken clouds
476,Anadyr,RU,64.75,177.4833,21.61,94,100,10.27,overcast clouds
477,Talnakh,RU,69.4865,88.3972,10.99,96,100,9.1,light snow
478,Ivanava,BY,52.1451,25.5365,44.35,48,100,11.61,overcast clouds
479,Kolpashevo,RU,58.3131,82.9089,37.33,90,100,10.56,overcast clouds
480,Kijang,KR,35.2442,129.2139,58.95,43,100,4.56,overcast clouds
481,Naifaru,MV,5.4444,73.3657,84.9,73,100,10.31,overcast clouds
482,Kysyl-Syr,RU,63.8986,122.7617,27.43,84,100,12.15,overcast clouds
483,Huilong,CN,31.8111,121.655,57.92,60,100,6.82,overcast clouds
484,Natal,BR,-5.795,-35.2094,88.45,66,75,13.8,broken clouds
485,Roald,NO,62.5833,6.1333,63.52,50,40,3.44,scattered clouds
486,Alyangula,AU,-13.8483,136.4192,79.29,79,100,14.12,overcast clouds
487,Jonkoping,SE,57.7814,14.1562,61.39,47,22,8.05,few clouds
488,Broken Hill,AU,-31.95,141.4333,72.68,32,100,12.39,overcast clouds
489,Carapegua,PY,-25.8,-57.2333,72.19,55,36,1.05,scattered clouds
490,Madras,IN,13.0878,80.2785,85.98,84,40,4.61,scattered clouds
491,Marawi,PH,7.9986,124.2928,69.31,95,88,1.12,overcast clouds
492,Faya,SA,18.3851,42.4509,72.12,49,74,4.36,moderate rain
493,Bongandanga,CD,1.5,21.05,88.99,48,93,5.32,overcast clouds
494,Columbus,US,39.9612,-82.9988,42.71,53,20,10.36,few clouds
495,Emba,KZ,48.8264,58.1442,57.2,55,100,8.99,overcast clouds
496,Port Macquarie,AU,-31.4333,152.9167,62.89,86,32,4.23,scattered clouds
497,Botwood,CA,49.1499,-55.3482,53.91,52,56,15.14,broken clouds
498,Nhamunda,BR,-2.1861,-56.7131,84.7,70,100,3.47,overcast clouds
499,Moranbah,AU,-22.0016,148.0466,64.2,87,0,6.89,clear sky
500,Cayenne,GF,4.9333,-52.3333,84.24,9,75,12.66,broken clouds
501,Santa Fe,AR,-31.6333,-60.7,73.98,45,15,4.0,light rain
502,Faanui,PF,-16.4833,-151.75,81.01,71,10,11.14,clear sky
503,Llanes,ES,43.4198,-4.7549,61.29,69,100,7.0,overcast clouds
504,Tucuman,AR,-26.8241,-65.2226,69.8,68,0,3.44,clear sky
505,Khandyga,RU,62.6667,135.6,3.92,98,57,3.51,broken clouds
506,Kachug,RU,53.9606,105.8817,41.81,84,91,3.53,overcast clouds
507,Tazovskiy,RU,67.4667,78.7,11.21,90,80,14.27,broken clouds
508,Brae,GB,60.3964,-1.353,50.76,84,100,13.06,overcast clouds
509,Manitouwadge,CA,49.1215,-85.8403,22.96,75,97,4.12,overcast clouds
510,Matay,EG,28.419,30.7792,105.49,5,74,14.9,broken clouds
511,Dwarka,IN,22.2394,68.9678,81.25,80,0,13.04,clear sky
512,Luanda,AO,-8.8368,13.2343,84.2,74,20,11.5,few clouds
513,Puri,IN,19.8,85.85,84.72,86,76,24.54,broken clouds
514,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.29,83,86,0.54,overcast clouds
515,Bay Roberts,CA,47.5999,-53.2648,52.05,66,100,10.0,overcast clouds
516,Jutai,BR,-5.1833,-68.9,77.41,91,100,2.71,overcast clouds
517,Henties Bay,NA,-22.116,14.2845,64.98,71,23,11.16,few clouds
518,Seoul,KR,37.5683,126.9778,51.24,47,97,4.23,overcast clouds
519,Gorele,TR,41.0308,39.0031,60.82,67,70,6.62,broken clouds
520,Valdivia,CL,-39.8142,-73.2459,48.29,58,100,1.21,overcast clouds
521,Ibatiba,BR,-20.2339,-41.5106,73.0,61,29,3.42,scattered clouds
522,Lakes Entrance,AU,-37.8811,147.981,60.17,66,99,9.28,overcast clouds
523,Springdale,US,36.1867,-94.1288,49.68,86,100,20.71,overcast clouds
524,Egvekinot,RU,66.3167,-179.1667,21.63,93,99,8.81,light snow
525,Aranda De Duero,ES,41.6704,-3.6892,68.34,25,100,10.71,overcast clouds
526,Akyab,MM,20.15,92.9,82.71,83,14,5.14,few clouds
527,Komsomolskiy,UZ,40.4272,71.7189,78.75,16,56,4.79,broken clouds
528,Staryy Nadym,RU,65.6118,72.6842,16.16,86,93,6.35,overcast clouds
529,Mbandaka,CD,0.0487,18.2603,85.24,62,100,5.28,overcast clouds
530,Atar,MR,20.5169,-13.0499,102.36,7,2,13.31,clear sky
531,Tessalit,ML,20.1986,1.0114,86.65,13,0,13.44,clear sky
532,Honiara,SB,-9.4333,159.95,77.47,84,86,4.54,overcast clouds
533,Jacareacanga,BR,-6.2222,-57.7528,84.52,73,91,1.79,overcast clouds
534,Lewistown,US,40.5992,-77.5714,43.2,77,75,16.11,broken clouds
535,Otautau,NZ,-46.15,168.0,37.44,93,0,2.13,clear sky
536,Yambio,SS,4.5721,28.3955,77.54,67,100,1.43,light rain
537,Necochea,AR,-38.5473,-58.7368,66.74,53,89,3.31,overcast clouds
538,Tingi,TZ,-11.3,35.0333,69.1,88,51,2.01,broken clouds
539,Mocoa,CO,1.1493,-76.6466,77.0,88,99,2.35,overcast clouds
540,Rundu,NA,-17.9333,19.7667,79.74,50,90,9.08,overcast clouds
541,Naryan-Mar,RU,67.6713,53.087,32.7,97,97,14.14,overcast clouds
542,Isangel,VU,-19.55,169.2667,79.3,83,100,2.68,light rain
543,Dongzhen,CN,22.3797,110.9389,67.21,83,100,4.63,overcast clouds
544,Matagami,CA,49.7502,-77.6328,21.31,79,100,16.11,overcast clouds
545,Gudalur,IN,9.6833,77.2667,75.29,94,55,5.1,moderate rain
546,Tautira,PF,-17.7333,-149.15,80.15,76,24,13.09,few clouds
547,Manggar,ID,-2.8833,108.2667,82.74,74,58,1.19,broken clouds
548,Hun,LY,29.1268,15.9477,75.67,24,1,14.12,clear sky
549,Vuktyl,RU,63.8567,57.3094,31.26,75,86,7.63,overcast clouds
550,Moose Factory,CA,51.2585,-80.6094,21.11,77,100,8.57,overcast clouds
551,Masuda,JP,34.6667,131.85,51.31,48,100,4.41,overcast clouds
552,Benalla,AU,-36.55,145.9833,68.31,56,100,6.33,overcast clouds
553,Skala Fourkas,GR,39.9998,23.3841,57.54,90,100,12.95,overcast clouds
554,Hinton,CA,53.4001,-117.5857,23.23,79,90,2.46,overcast clouds
555,Prince Albert,CA,53.2001,-105.7677,22.96,74,100,3.42,overcast clouds
556,Alekseyevsk,RU,57.8406,108.3492,44.74,92,100,14.12,overcast clouds
557,Kununurra,AU,-15.7667,128.7333,76.98,88,14,0.0,few clouds
558,Jawhar,SO,2.7809,45.5005,87.03,58,49,16.96,light rain
559,Chernenko,RU,44.365,39.3103,61.81,70,100,2.19,overcast clouds
560,Naze,JP,28.3667,129.4833,63.54,63,76,6.24,broken clouds
561,Letka,RU,59.6011,49.4232,34.47,81,75,2.84,broken clouds
562,Vardo,NO,70.3705,31.1107,38.52,87,100,11.07,overcast clouds
563,Mandera,KE,3.9366,41.867,90.57,45,87,17.98,overcast clouds
564,Mayumba,GA,-3.432,10.6554,81.91,77,85,8.43,overcast clouds
565,Lubango,AO,-14.9172,13.4925,71.82,64,50,5.53,light rain
566,Nsoko,SZ,-27.0333,31.95,62.19,96,100,3.15,light rain
567,Silver City,US,32.7701,-108.2803,63.68,15,0,7.0,clear sky
568,Banyo,CM,6.75,11.8167,87.1,37,58,5.77,broken clouds
569,Alice Springs,AU,-23.7,133.8833,81.95,30,100,10.36,overcast clouds
570,Coahuayana,MX,18.7333,-103.6833,79.7,65,100,3.13,overcast clouds
571,High Level,CA,58.5169,-117.136,10.51,85,100,16.11,light snow
572,Campo Grande,BR,-20.4428,-54.6464,76.55,41,0,8.05,clear sky
573,Nemuro,JP,43.3236,145.575,39.99,89,92,4.92,overcast clouds
574,Lubumbashi,CD,-11.6609,27.4794,70.61,87,86,5.41,light rain
575,Sayat,TM,38.7839,63.8803,80.44,27,97,16.91,overcast clouds
576,Beidao,CN,34.5686,105.8933,49.86,36,97,2.26,overcast clouds
577,Sistranda,NO,63.7256,8.834,57.16,74,93,3.44,overcast clouds
578,General Roca,AR,-39.0333,-67.5833,64.62,51,0,9.01,clear sky
579,Abu Kamal,SY,34.4506,40.9171,81.82,12,3,4.56,clear sky
580,Itacoatiara,BR,-3.1431,-58.4442,81.19,87,100,2.62,moderate rain
581,Krasnoborsk,RU,61.5598,45.934,37.44,83,92,6.17,overcast clouds
582,Kushmurun,KZ,52.4503,64.6311,52.05,52,100,9.13,overcast clouds
583,Nebbi,UG,2.4783,31.0889,82.22,51,82,2.68,broken clouds
584,Palmer,US,42.1584,-72.3287,45.86,56,75,18.41,broken clouds
585,Concarneau,FR,47.875,-3.9225,61.59,74,100,7.85,overcast clouds
586,Pacific Grove,US,36.6177,-121.9166,48.65,89,40,8.99,scattered clouds
587,Englehart,CA,47.8169,-79.8664,32.99,63,100,10.33,overcast clouds
588,Kilgore,US,32.3863,-94.8758,69.78,94,100,0.0,mist
589,Chicama,PE,-7.8447,-79.1469,61.34,70,39,7.36,scattered clouds
590,Hohhot,CN,40.8106,111.6522,43.18,76,100,1.97,overcast clouds
591,Fernley,US,39.608,-119.2518,48.99,49,43,1.01,scattered clouds
592,Rocha,UY,-34.4833,-54.3333,66.56,69,86,5.21,overcast clouds
593,Rayachoti,IN,14.05,78.75,85.05,49,72,4.92,broken clouds
594,Coruripe,BR,-10.1256,-36.1756,86.88,61,31,12.03,scattered clouds
595,Aksarka,RU,66.5606,67.7975,14.02,90,25,7.99,scattered clouds
596,Tatarsk,RU,55.219,75.9828,46.92,58,3,10.6,clear sky
597,Kristiinankaupunki,FI,62.2743,21.376,39.63,86,29,4.88,scattered clouds
598,Labuhan,ID,-6.8844,112.2051,81.7,80,36,6.49,scattered clouds
599,Remanso,BR,-9.6179,-42.0831,84.97,55,87,6.11,overcast clouds
600,Bull Savanna,JM,17.8868,-77.5902,80.24,64,1,8.3,clear sky
601,Alcudia,ES,39.8532,3.1214,75.38,72,0,8.61,clear sky
602,Svetlogorsk,BY,52.6333,29.7333,39.34,66,100,13.78,overcast clouds
603,Jati,PK,24.3539,68.2671,85.71,60,8,16.33,clear sky
604,Kresttsy,RU,58.2452,32.5165,42.57,64,93,5.61,overcast clouds
605,Baijiantan,CN,45.6333,85.1833,65.32,12,0,7.65,clear sky
606,Kendari,ID,-3.945,122.4989,75.22,95,100,4.27,overcast clouds
607,Saint-Georges,GD,12.0564,-61.7485,81.21,71,99,17.47,overcast clouds
608,Mackay,AU,-21.15,149.2,64.69,75,12,9.19,few clouds
609,Pilot Butte,CA,50.4668,-104.4178,22.66,79,100,3.71,overcast clouds
610,Chapais,CA,49.7834,-74.8492,26.38,81,100,14.12,overcast clouds
611,Westerland,DE,54.9079,8.3033,60.03,41,0,8.05,clear sky
612,Yaan,NG,7.3833,8.5667,96.06,38,53,7.05,broken clouds
613,Kirakira,SB,-10.4544,161.9205,79.72,80,100,4.25,overcast clouds
614,Kilindoni,TZ,-7.9139,39.6668,82.04,80,22,12.12,light rain
615,Kambja,EE,58.2335,26.696,48.78,37,89,6.91,overcast clouds
616,Mao,ES,39.8885,4.2658,66.76,42,20,11.5,few clouds
617,Gaomi,CN,36.3833,119.7528,56.88,38,100,9.33,overcast clouds
618,Belomorsk,RU,64.5232,34.7668,38.17,97,100,6.82,overcast clouds
619,Haapiti,PF,-17.5667,-149.8667,76.73,72,5,11.07,light rain
620,Lida,BY,53.8833,25.2997,45.05,45,96,12.3,overcast clouds
621,Zhigansk,RU,66.7697,123.3711,25.23,87,100,29.77,overcast clouds
622,Vallenar,CL,-28.5708,-70.7581,73.74,36,0,3.89,clear sky
623,Mangrol,IN,21.1167,70.1167,81.45,71,0,8.68,clear sky
624,Borkenes,NO,68.774,16.1739,42.58,100,98,18.99,overcast clouds
625,Apac,UG,1.9756,32.5386,78.85,52,97,2.28,overcast clouds
626,Verkhoyansk,RU,67.5447,133.385,-0.76,99,34,3.53,scattered clouds
627,Rudbar,AF,30.15,62.6,85.48,21,91,5.23,light rain
628,Dindori,IN,22.95,81.0833,85.23,13,6,2.91,clear sky
629,Bereda,ES,43.2686,-7.5406,65.41,74,100,6.55,overcast clouds
630,Concepcion Del Oro,MX,24.6333,-101.4167,69.6,39,12,2.37,few clouds
631,San Andres,CO,12.5847,-81.7006,84.22,74,40,12.66,scattered clouds
632,Kokopo,PG,-4.352,152.2633,77.76,85,100,3.38,light rain
633,Bambanglipuro,ID,-7.95,110.2833,79.39,87,100,4.52,overcast clouds
634,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,57,20,12.66,few clouds
635,Zverinogolovskoye,RU,54.4586,64.8542,46.99,46,6,6.42,clear sky
636,San Juan Bautista,PE,-14.0108,-75.7358,74.01,53,100,3.87,overcast clouds
637,Doha,QA,25.2867,51.5333,88.11,21,0,17.27,clear sky
638,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,39.87,69,95,10.63,overcast clouds
639,Chhapar,IN,27.8167,74.4,92.52,8,0,7.38,clear sky
640,Nuuk,GL,64.1835,-51.7216,29.01,80,75,18.41,broken clouds
641,Termoli,IT,41.9888,14.9895,52.77,55,100,24.47,overcast clouds
642,Nabire,ID,-3.3667,135.4833,77.29,90,100,2.46,overcast clouds
643,Marco,US,25.9726,-81.729,83.05,63,62,7.0,broken clouds
644,Tawang,IN,27.5833,91.8667,45.5,94,56,0.89,broken clouds
645,Luwuk,ID,-0.9516,122.7875,77.4,83,99,2.19,overcast clouds
646,Mount Gambier,AU,-37.8333,140.7667,55.31,100,100,8.05,mist
647,Falavarjan,IR,32.5553,51.5097,65.41,13,97,15.08,overcast clouds
648,Rehti,IN,22.7333,77.4333,94.86,12,48,4.32,scattered clouds
649,Severnoye,RU,56.3491,78.3619,41.31,76,41,10.4,scattered clouds
650,Batangafo,CF,7.3008,18.2833,97.59,26,93,6.8,overcast clouds
651,Sambava,MG,-14.2667,50.1667,78.17,88,4,12.12,light rain
652,Saravan,AM,39.7196,45.6483,47.98,60,13,2.57,few clouds
653,Guane,CU,22.2025,-84.0875,84.7,56,0,8.9,clear sky
654,Jumla,NP,29.2747,82.1838,52.29,59,71,5.14,broken clouds
655,Vamvakou,GR,39.3333,22.4167,55.27,93,100,5.12,light rain
656,Kibala,TD,9.1104,18.3463,104.38,19,55,1.25,broken clouds
657,Araouane,ML,18.9048,-3.5265,91.11,10,0,14.34,clear sky
658,Ewa Beach,US,21.3156,-158.0072,73.44,74,0,11.5,clear sky
659,Goya,AR,-29.14,-59.2626,69.76,57,55,5.46,broken clouds
660,Manaure,CO,11.7751,-72.4445,85.19,63,99,15.82,overcast clouds
661,Czestochowa,PL,50.7965,19.1241,50.59,40,99,10.71,overcast clouds
662,Calabozo,VE,8.9242,-67.4293,90.34,43,100,9.01,overcast clouds
663,Guamuchil,MX,25.4667,-108.1,79.84,20,99,1.74,overcast clouds
664,Port-Gentil,GA,-0.7193,8.7815,84.16,79,40,13.8,thunderstorm
665,Nisia Floresta,BR,-6.0911,-35.2086,88.61,63,94,9.37,light rain
666,Batemans Bay,AU,-35.7167,150.1833,63.1,75,97,6.35,overcast clouds
667,Antofagasta,CL,-23.65,-70.4,61.88,63,24,8.37,few clouds
668,Rio Cuarto,AR,-33.1307,-64.3499,74.48,43,0,14.97,clear sky
669,Stephenville,US,32.2207,-98.2023,61.75,62,100,9.22,overcast clouds
670,Gillette,US,44.2911,-105.5022,36.52,55,0,29.93,clear sky
671,Kirkwall,GB,58.9848,-2.9587,53.65,82,40,13.8,scattered clouds
672,Yulara,AU,-25.2406,130.9889,67.84,42,0,3.44,clear sky
673,Masallatah,LY,32.6167,14.0,63.72,60,0,22.53,clear sky
674,Darhan,MN,49.4867,105.9228,50.54,31,4,8.34,clear sky
675,Pahrump,US,36.2083,-115.9839,60.26,36,0,1.99,clear sky
676,Talakan,RU,50.3167,130.3667,24.75,94,32,2.19,scattered clouds
677,Pemex,MX,18.4395,-96.3461,89.92,45,4,3.71,clear sky
678,Nhulunbuy,AU,-12.2333,136.7667,77.61,100,100,3.44,moderate rain
679,Santa Rosalia,MX,27.3167,-112.2833,76.78,31,23,4.54,few clouds
680,Whitecourt,CA,54.1502,-115.6855,25.84,93,100,4.61,overcast clouds
681,Sayansk,RU,54.1088,102.1648,48.78,70,87,4.65,overcast clouds
682,Mitoc,RO,48.1,27.0333,50.7,40,100,14.05,overcast clouds
683,Vyartsilya,RU,62.1764,30.693,43.59,70,99,5.57,overcast clouds
684,Klaksvik,FO,62.2266,-6.589,47.32,96,100,13.85,overcast clouds
685,Yafran,LY,32.0633,12.5286,67.71,28,0,18.54,clear sky
686,Kabalo,CD,-6.05,26.9167,80.06,79,79,1.92,moderate rain
687,Havelock,US,34.8791,-76.9013,69.98,74,20,19.57,few clouds
688,Batagay-Alyta,RU,67.8006,130.4114,-5.55,100,72,4.83,broken clouds
689,Russell,US,32.3502,-85.1999,67.96,100,100,0.0,overcast clouds
690,Virginia Beach,US,36.8529,-75.978,59.02,68,48,3.0,scattered clouds
691,Ballina,AU,-28.8667,153.5667,64.36,96,100,6.91,overcast clouds
692,Noumea,NC,-22.2763,166.4572,77.0,99,23,4.9,few clouds
693,Ambilobe,MG,-13.2,49.05,77.72,82,2,0.27,clear sky
694,Mazagao,BR,-0.115,-51.2894,82.45,73,97,2.95,overcast clouds
695,Raudeberg,NO,61.9875,5.1352,56.07,79,94,18.37,overcast clouds
696,Orlik,RU,52.5178,99.825,33.08,83,97,3.2,overcast clouds
697,Bilibino,RU,68.0546,166.4372,9.14,97,100,2.39,overcast clouds
698,Beyneu,KZ,45.3167,55.2,69.58,24,92,5.5,overcast clouds
699,Yamada,JP,39.4667,141.95,44.44,79,0,5.84,clear sky
700,Moyale,KE,3.5167,39.0584,78.39,53,94,7.92,overcast clouds
701,Znamenskoye,RU,57.1281,73.8282,37.44,87,69,5.5,broken clouds
702,Seminole,US,28.7086,-81.2081,84.34,74,30,5.93,scattered clouds
703,Waddan,LY,29.1614,16.139,75.27,25,0,14.72,clear sky
